title,link,description,pubdate,location
SPMDirector of PM New Products,https://cryptojobslist.com/jobs/spm-director-of-pm-new-products-polygon-bengaluru, Tags Cryptocurrency Jobs  Blockchain Remote Jobs  Cryptocurrency Research Jobs  Blockchain Developer Jobs  Blockchain Engineering Jobs  Web3 Polygon Jobs  Web3 Web3 Jobs  Cryptocurrency Director Jobs  Blockchain Discord Jobs  Blockchain Senior Jobs  Web3 Designer Jobs  Web3 Data Jobs  Web3 Full Time Jobs What is PolygonPolygon is the leading blockchain development platform offering scalable affordable secure and sustainable blockchains for Web3 Its growing suite of products offers developers easy access to major scaling solutions including L2 ZK Rollups and Optimistic Rollups sidechains hybrid standalone and enterprise chains and data availability Polygons scaling solutions have seen widespread adoption with tens of thousands of decentralized applications hosted 16B total transactions processed 180M unique user addresses and 7B in assets secured Polygon is carbon neutral with the goal of leading the Web3 ecosystem in becoming carbon negativeAbout the role As an SPMDirector of PM you w,2023-02-18 00:00:00,Bengaluru
Binance Accelerator Programme  Institutional Marketing  Research Part time Full time,https://cryptojobslist.com/jobs/binance-accelerator-programme-institutional-marketing-research-part-time-full-time-binance-asia, Tags Cryptocurrency Jobs  Web3 Marketing Jobs  Cryptocurrency Trading Jobs  Blockchain Research Jobs  Blockchain Content Jobs  Web3 Internship Jobs  Cryptocurrency Full Time Jobs  Cryptocurrency Part Time Jobs  Blockchain Exchange Jobs  Cryptocurrency Web3 Jobs  Cryptocurrency Social Media Jobs  Blockchain Entry Level Jobs  Blockchain Finance Jobs  Blockchain Data Jobs Binance is the global blockchain company behind the worlds largest digital asset exchange by trading volume and users serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of moneyAre you looking to be a part of the most influential company in the blockchain industry and contribute to the cryptocurrency revolution that is changing the worldAbout Binance Accelerator Programme Binance Accelerator Programme is a concise 3  6 months programme designed to have an immersive experience in the rapidly expanding Web3 space You will be given the opportunity to experience life at Binance and unde,2023-02-18 00:00:00,Asia
Operation Compliance Analyst,https://cryptojobslist.com/jobs/operation-compliance-analyst-coinhako-singapore-central-singapore, Tags Cryptocurrency Jobs  Web3 Trading Jobs  Blockchain Legal Jobs  Blockchain Analyst Jobs  Web3 Aml Jobs  Blockchain Compliance Jobs  Blockchain Kyc Jobs  Blockchain Senior Jobs  Cryptocurrency Finance Jobs  Blockchain Full Time Jobs Coinhako is a marketleading platform for access to digital assets like Bitcoin from Singapore Founded in 2014 Coinhako has established a reputation as being one of the most secure and trusted digital asset wallet service providers and trading platforms in the APAC market Our team is deeply passionate about building the crypto economy in the APAC region Through the launch of our innovative suite of products and services Coinhako aims to empower individuals and businesses by allowing them to take ownership and control of how they build and manage their assets in the new digital finance world We are looking for motivated individuals who are passionate about the crypto space to join our team as an Operation Compliance Analyst What youll be doing  Be part of,2023-02-18 00:00:00,Singapore Central Singapore
Associate Dean Marketing  Strategic Communications,https://jobs.mashable.com/jobs/associate-dean-marketing-strategic-communications-chicago-illinois-60611-134000296-d?contextType=rss&widget=1&type=job&,Northwestern University  Associate Dean Marketing ampamp Strategic Communications Job ID 46822Location Chicago Illinois Department Law CommunicationsSalaryGrade EXS16,2023-02-23 00:00:00,NaN
Dmitriy  Co is seeking a Product Design and Development Lead,https://www.coroflot.com/design-jobs/Product-Design-and-Development-Lead-Dmitriy-n-Co-Los-Angeles-CA-518063,Los Angeles CA,2023-02-23 00:00:00,NaN
Office Manager,https://cryptojobslist.com/jobs/office-manager-aptos-palo-alto, Tags Cryptocurrency Jobs  Web3 Operations Jobs  Blockchain Security Jobs  Web3 Executive Jobs  Web3 Manager Jobs  Cryptocurrency Full Time Jobs About The Role We are seeking a highly organized and detailoriented Office Manager to oversee the daytoday operations of our Palo Alto office The successful candidate will be responsible for managing and supervising administrative staff coordinating office operations and procedures and ensuring that the office runs smoothly and efficientlyWhat youll be doingOffice Management  Oversee daily administrative duties in the office Manage the office budget and ensure that expenses are within the budget Greet and provide onsite support to all office visitors  Receive and sort incoming mail and support with any outgoing mail  Identify and develop new office policiesprocedures and ensure they are implemented efficiently Ensure that all office equipment is properly maintained and serviced and order supplies as needed Support with maintaining the office o,2023-02-18 00:00:00,Palo Alto
FullStack Software Engineer Social Media,https://cryptojobslist.com/jobs/full-stack-software-engineer-social-media-aptos-remote-global, Tags Cryptocurrency Jobs  Web3 Remote Jobs  Web3 Research Jobs  Cryptocurrency Developer Jobs  Blockchain Web3 Jobs  Web3 Social Media Jobs  Web3 React Jobs  Blockchain React Native Jobs  Web3 Solidity Jobs  Blockchain Move Jobs  Cryptocurrency Full Time Jobs About The Role We are searching for an experienced FullStack Engineer to join the Social Media vertical at Aptos The Social Media verticals mission is to support and incubate web3 social applications on Aptos that could serve people at scale This is a productoriented role where you will build userfacing social products on Aptoss blockchain with the potential to be used by millions of people You will also advise on infrastructure to foster a thriving ecosystem of developers building social apps on Aptos We are looking for scrappy candidates who can build robust prototypes quickly care about craft and share a passion for building great userfacing products Since web3 social is a nascent space the ideal candidate will also be comfort,2023-02-18 00:00:00,Remote  Global
General Application,https://cryptojobslist.com/jobs/general-application-aptos-remote, Tags Cryptocurrency Jobs  Blockchain Remote Jobs  Blockchain Full Time Jobs About You You believe that access to technology means you cannot rest until every person in the world can experience it You are smart empathetic competent in your discipline and intellectually curious Beyond that you have a real passion for our mission to help billions of people gain access to the benefits of decentralization If this sounds like you and you have a good sense of howwhy you should join our team drop your resume below Apply here  General Application,2023-02-18 00:00:00,Remote
Recruiting Sourcer Business,https://cryptojobslist.com/jobs/recruiting-sourcer-business-aptos-new-york-or-palo-alto, Tags Cryptocurrency Jobs  Cryptocurrency Sales Jobs  Cryptocurrency Business Development Jobs  Web3 Web3 Jobs  Cryptocurrency Social Media Jobs  Blockchain Executive Jobs  Blockchain Recruiter Jobs  Blockchain Full Time Jobs About The Role Aptos is looking for an energetic and experienced Business Sourcer to help bring the absolute best talent to our team Working alongside the rest of the recruiting and people team this person will source for our Business Development Partnerships and Ecosystems teams with a focus on hardtofill roles Up for a challenge What youll be doing  Passively source for talent using LinkedIn and SeekOut Evaluate and screen resumes in Greenhouse Help the hiring team improve recruiting methods and processes Take initial recruiter screening calls with all candidates Write and post job descriptions on career websites newspapers and universities boards Maintain a complete record of interviews and new hires Update recruiting systems Greenhouse Talentwall etc Supportin,2023-02-18 00:00:00,New York or Palo Alto
HR  Payroll Manager  FTCMaternity Cover,https://cryptojobslist.com/jobs/hr-payroll-manager-ftc-maternity-cover-gsr-mayfair-greater-london, Tags Cryptocurrency Jobs  Blockchain Trading Jobs  Blockchain Finance Jobs  Blockchain Manager Jobs About usFounded in 2013 GSR is a crypto market maker with more than 250 employees in 5 countries We provide billions of dollars of liquidity to cryptocurrency protocols and exchanges on a daily basis We build longterm relationships with cryptocurrency communities and traditional investors by offering exceptional service expertise and trading capabilities tailored to their specific needsGSR works with token issuers traders investors miners and more than 60 cryptocurrency exchanges around the world In volatile markets we are a trusted partner to crypto native builders and to those exploring the industry for the first time Our team of veteran finance and technology executives from Goldman Sachs Two Sigma and Citadel among others have developed one of the worlds fastest and most robust trading platforms designed to navigate issues unique to the digital asset markets We have continuously imp,2023-02-18 00:00:00,Mayfair Greater London
Technical Product Manager,https://cryptojobslist.com/jobs/technical-product-manager-aptos-palo-alto-or-new-york, Tags Cryptocurrency Jobs  Blockchain Product Manager Jobs  Blockchain Engineering Jobs  Web3 Manager Jobs  Blockchain Full Time Jobs About The Role We are looking for a Technical Product Manager to join our Product Team This person will help identify gaps risks and help derisk success for our core product teams This role will be an integral part in bringing in new and exciting products to the Aptos ecosystem  What youll be doing  Driving product strategy and working with our engineering team to help execute the development of the Aptos blockchain and ecosystem Strengthening the position and growth of the Aptos ecosystem of users projects and partners Establishing independent opinions to help identify potential risks to projects both internally and externally Use customer feedback to identify opportunities to build product vision and strategies Work closely with engineers and other crossfunctional teams to manage product milestones and delivery  What were looking for  5 years of techni,2023-02-18 00:00:00,Palo Alto or New York
